brand,title,start_time,distance,volumn,gear,tag,price
别克, GL8 2003款 3.0 自动 CT 7座舒适版-精品车况,2003年,16万公里,3.0升,自动,放心购_会员2年_好评率100.0%,1.48
大众, POLO 2016款 1.4L 手动风尚型-首付低 利率低 提车快,2016年,4.34万公里,1.4升,手动,放心购_低配,6.31
大众, 凌渡 2017款 230TSI DSG风尚版-首付低 利率低 提车快,2018年,2.03万公里,1.4升,自动,放心购_会员1年,11.89
大众, 帕萨特领驭 2005款 1.8T 手动豪华型-精品车况手续正规齐全,2006年,12.8万公里,1.8升,手动,放心购_会员1年,2
荣威," 750 2012款 1.8T 750 HYBRID混合动力版AT-欢迎点击店铺,查看更多优惠车源",2012年,8万公里,1.8升,自动,放心购_高配_会员1年,4.6
大众, 帕萨特领驭 2009款 2.0L MFI 手动尊享型,2009年,11万公里,2.0升,手动,放心购_低配_会员1年,3.1
大众, 途观 2012款 1.8TSI 自动 菁英版四驱-首付低 利率低 提车快,2012年,13.04万公里,1.8升,自动,放心购_会员1年,9.29
大众, POLO 2005款 两厢 1.6L 自动豪华型-个人一手车全程4s店保养,2005年,14万公里,1.6升,自动,放心购_会员2年_好评率100.0%,1.38
现代, 全新胜达 2015款 2.0T 自动四驱智能型 7座-首付低 利率低 提车快,2016年,6.79万公里,2.0升,自动,放心购_会员1年,14.21
丰田, 锐志 2007款 2.5S-首付低 利率低 提车快,2010年,10.99万公里,2.5升,自动,放心购_低配,10.08
别克, GL8 2014款 2.4L 经典版,2014年,9万公里,2.4升,自动,放心购_低配_会员1年,9
大众, 朗逸 2015款 1.6L 自动舒适版-首付低 利率低 提车快,2016年,5.51万公里,1.6升,自动,放心购_会员1年,8.92
本田, 思域 2014款 1.8L 自动舒适版-首付低 利率低 提车快,2014年,5.61万公里,1.8升,自动,放心购_会员1年,8.64
现代, 索纳塔 2017款 1.6T GLS智能型-首付低 利率低 提车快,2017年,4.92万公里,1.6升,自动,放心购_会员1年,11.94
日产, 天籁 2013款 2.0L XL舒适版-首付低 利率低 提车快,2013年,6.11万公里,2.0升,自动,放心购_会员1年,10.11
铃木, 启悦 2015款 1.6L 手动舒享型-首付低 利率低 提车快,2016年,5.18万公里,1.6升,手动,放心购_低配,5.64
丰田, 凯美瑞 2012款 骏瑞 2.0S 耀动版,2011年,13.5万公里,2.0升,自动,放心购_低配_会员1年,3.98
奔驰, B级 2009款 B 200 时尚型-首付低 利率低 提车快,2011年,11.51万公里,2.0升,自动,放心购_会员1年,9.29
日产, 骐达 2011款 1.6L CVT智能型-首付低 利率低 提车快,2013年,4.77万公里,1.6升,自动,放心购_会员1年,6.71
福特, 福克斯两厢 2007款 两厢 1.8L 自动时尚型,2007年,9万公里,1.8升,自动,放心购_会员3年,1.8
大众, 帕萨特 2014款 1.8TSI DSG御尊版-首付低 利率低 提车快,2014年,6.12万公里,1.8升,自动,放心购_会员1年,12.05
丰田, 锐志 2010款 2.5V 风度菁英版-首付低 利率低 提车快,2011年,12.27万公里,2.5升,自动,放心购_会员1年,11.46
大众, 朗行 2017款 180TSI DSG舒适版-首付低 利率低 提车快,2018年,1.92万公里,1.4升,自动,放心购_会员1年,11.61
依维柯, 2015款 2.5T 手动 舒适型 6座超长轴高顶-带全险国四加长加高依维柯,2016年,3.5万公里,2.5升,手动,放心购_低配_会员2年,10.8
雪铁龙, 世嘉三厢 2010款 三厢 1.6L 自动尚乐版-上海人一手车、低价出售,2010年,8万公里,1.6升,自动,放心购_高配_会员1年,2
哈弗, H6 2017款 换代 红标 2.0T 自动两驱领尚型-首付低 利率低 提车快,2017年,6.67万公里,2.0升,自动,放心购_会员1年,10.93
大众, POLO 2016款 1.4L 手动风尚型-首付低 利率低 提车快,2017年,1.89万公里,1.4升,手动,放心购_低配,5.7
马自达, CX5 2013款 2.0L 自动两驱舒适型-首付低 利率低 提车快,2015年,6.18万公里,2.0升,自动,放心购_会员1年,12.84
雪佛兰, 科帕奇 2012款 2.4L 四驱旗舰版 7座-家用代步车价格致电可详谈,2014年,12万公里,2.4升,自动,放心购_高配,8.98
别克, 君越 2009款 2.4L豪华版,2009年,12万公里,2.4升,自动,放心购_会员1年,5.1
奔驰, C级 2013款 C 180 经典型 Grand Edition-本人车主急售急售急售可按揭,2013年,8万公里,1.8升,自动,放心购_会员3年_可分期付,12.86
江铃, 福特新世代全顺 2016款 2.2T长轴9座中顶豪华型客车135马力,2017年,1.5万公里,2.2升,手动,放心购_会员1年,16.8
别克, 君威 2015款 1.6T 领先技术型-首付低 利率低 提车快,2015年,6.8万公里,1.6升,自动,放心购_会员1年,9.7
荣威," eRX5 2017款 eRX5 1.5TGI 尊贵旗舰版,免税",2017年,4万公里,1.5升,自动,放心购_低配_会员1年,13.8
标致, 408 2014款 1.8L 自动豪华版-首付低 利率低 提车快,2016年,4.76万公里,1.8升,自动,放心购_会员1年_好评率85.0%,8.96
马自达, 6 2008款 轿跑 2.0L 自动运动型-上海精品私家车,2009年,7万公里,2.0升,自动,放心购_会员1年,3.82
大众, 朗行 2017款 1.6L 自动风尚版-首付低 利率低 提车快,2017年,1.82万公里,1.6升,自动,放心购_会员1年,9.09
大众, 高尔夫 2015款 1.6L 自动舒适型-首付低 利率低 提车快,2015年,6.33万公里,1.6升,自动,放心购_会员1年,9.59
大众," 途安 2015款 1.4T 自动舒适版5座-欢迎点击店铺,查看更多优惠车源",2016年,6万公里,1.4升,自动,放心购_会员1年,9
荣威, 950 2012款 2.0L 舒适版-店内300多台二手车手续齐全,2012年,6万公里,2.0升,自动,放心购_低配_会员2年,4.68
奔驰, C级 2008款 C 200K 时尚型-支持按揭 首付低提车快,2010年,7万公里,1.8升,自动,放心购_会员3年,9.5
比亚迪, 宋MAX 2018款 宋MAX 1.5T 自动智联旗舰型 6座-首付低 利率低 提车快,2018年,1.95万公里,1.5升,自动,放心购_高配,9.46
丰田, 凯美瑞 2006款 200G-上海人一手私家车,2006年,14万公里,2.0升,自动,放心购_会员1年,3.88
雪佛兰, 科鲁兹 2009款 1.6L SE AT,2010年,8万公里,1.6升,自动,放心购_会员3年,2.8
本田, 雅阁 2012款 2.0L SE-首付低 利率低 提车快,2012年,6.89万公里,2.0升,自动,放心购_会员1年,9.75
别克, 林荫大道 2007款 2.8 精英型-精品正规交易手续齐全可分期,2007年,12.6万公里,2.8升,自动,放心购_会员1年_可分期付,3.25
江淮, 瑞风 2010款 2.0 手动 68座,2010年,7万公里,2.0升,手动,放心购_会员1年,2.2
日产, 骐达 2007款 1.6 自动 GE智能型,2007年,12万公里,1.6升,自动,放心购_会员1年,3.1
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
日产, 颐达 2009款 1.6L 自动科技版-首付低 利率低 提车快,2010年,5.29万公里,1.6升,自动,放心购_会员1年,4.85
别克," GL8 2013款 3.0L GT豪华商务豪雅版-欢迎点击店铺,查看更多优惠车源",2014年,7万公里,3.0升,自动,放心购_会员1年,14.99
现代, 瑞纳 2014款 1.4L 自动智能型GLS-首付低 利率低 提车快,2015年,4.9万公里,1.4升,自动,放心购_会员1年,5.63
斯柯达, 明锐 2012款 1.6L 自动逸俊版-首付低 利率低 提车快,2012年,7.4万公里,1.6升,自动,放心购_会员1年,5.86
别克, 君威 2012款 2.0T GS超级运动版-车况精品无事故,2012年,7.3万公里,2.0升,自动,放心购_高配_会员1年,7.65
福特, 福克斯两厢 2012款 两厢 1.6L 自动风尚型-首付低 利率低 提车快,2012年,4.74万公里,1.6升,自动,放心购_会员1年,5.38
起亚, K3 2016款 1.6L 自动GLS-首付低 利率低 提车快,2016年,3.6万公里,1.6升,自动,放心购_会员1年,7.82
比亚迪, F0 2008款 1.0L 舒适型,2009年,9万公里,1.0升,手动,放心购_会员3年,0.6
宝马, 5系 2010款 520Li 领先型-价格可谈可以分期车况好,2010年,5.5万公里,2.0升,自动,放心购_低配_会员1年,9.5
奔驰, B级 2012款 B 180-首付低 利率低 提车快,2013年,6.54万公里,1.6升,自动,放心购_高配,13.08
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
奔驰, 唯雅诺Viano 2004款 Viano 3.2L-配置高三个天窗、空气悬架,2009年,10万公里,3.2升,手动,放心购_会员1年_可分期付,11
马自达, 3昂克赛拉三厢 2014款 三厢 1.5L 自动豪华型-首付低 利率低 提车快,2015年,4.66万公里,1.5升,自动,放心购_会员1年,9.17
宝马, 3系 2010款 320i 时尚型-首付低 利率低 提车快,2010年,10.7万公里,2.0升,自动,放心购_会员1年,9.9
起亚, K3 2015款 1.6L 手动GLS-首付低 利率低 提车快,2016年,5.76万公里,1.6升,手动,放心购_会员1年,7.45
斯柯达, 速派 2016款 TSI380 DSG尊行版-首付低 利率低 提车快,2016年,7.94万公里,2.0升,自动,放心购_会员1年,14.64
宝马, 3系 2013款 320Li 豪华设计套装-一手车包过户 可分期 支持检测,2013年,2.8万公里,2.0升,自动,放心购_会员1年_可分期付,16.3
现代, 酷派 2006款 2.7 自动 FX-保证无重大事故无泡水送一年质保,2007年,6.87万公里,2.7升,自动,放心购_高配_会员1年,3.25
长丰, 猎豹CS10 2017款 2.0T 自动 豪华型-首付低 利率低 提车快,2016年,4.99万公里,2.0升,自动,放心购_会员1年,8.03
现代, 朗动 2015款 1.6L 自动尊贵型-首付低 利率低 提车快,2015年,6.33万公里,1.6升,自动,放心购_会员1年,8.04
铃木, 雨燕 2014款 1.3L 手动标准型-首付低 利率低 提车快,2016年,1.68万公里,1.3升,手动,放心购_低配,4.31
大众, 新宝来 2018款 1.5L 手动 时尚型-首付低 利率低 提车快,2018年,1.7万公里,1.5升,手动,放心购_低配,8.31
江淮," 瑞风M5 2012款 2.0T 汽油 自动公务型-欢迎点击店铺,查看更多优惠车源",2013年,6万公里,2.0升,自动,放心购_高配_会员1年,6.5
奥迪, Q3 2015款 30 TFSI 舒适型-上海精品私家车,2014年,4万公里,1.4升,自动,放心购_会员1年,16.38
福田, 蒙派克 2012款 商务版 2.0 手动 长轴标准型-国四排放手续齐全,2012年,8.3万公里,2.0升,手动,放心购_低配_会员1年,2.58
本田, 锋范经典 2008款 1.5L 自动精英版-首付低 利率低 提车快,2009年,11.78万公里,1.5升,自动,放心购_会员1年,4.4
雪佛兰, 乐风 2006款 1.4 SE AT,2006年,11万公里,1.4升,自动,放心购_会员3年,1.2
沃尔沃," S80 2008款 2.5T 手自一体 T5 智雅版-车况精品,价格可谈.",2008年,11万公里,2.5升,自动,放心购_会员1年_可分期付,6.1
马自达, 睿翼轿跑 2011款 轿跑 2.0L 自动精英版-上海精品私家车,2012年,6万公里,2.0升,自动,放心购_低配_会员1年,6.08
别克, 君越 2012款 3.0L旗舰版,2012年,8万公里,3.0升,自动,放心购_高配_会员3年,8.58
吉普, 指南者 2014款 2.4 手自一体 改款四驱舒适版-首付低 利率低 提车快,2016年,5.87万公里,2.4升,自动,放心购_会员1年,11.52
福特, 翼搏 2013款 1.5L 自动尊贵型-首付低 利率低 提车快,2015年,4.94万公里,1.5升,自动,放心购_高配,7.28
大众, 迈腾 2013款 1.8TSI 豪华型-首付低 利率低 提车快,2013年,7.67万公里,1.8升,自动,放心购_会员1年,12.56
依维柯, 得意 2009款 2.8T 手动 V35基本型-上海全顺依维柯专卖,2013年,8.1万公里,2.8升,手动,放心购_低配_会员1年,4.3
福特, 蒙迪欧 2017款 EcoBoost 200 时尚型-首付低 利率低 提车快,2017年,3.96万公里,2.0升,自动,放心购_会员1年,15.5
比亚迪, S6 2011款 2.4L 自动尊享型-首付低 利率低 提车快,2012年,12.55万公里,2.4升,自动,放心购_高配,4.66
奥迪, A3(进口) 2012款 Sportback 1.4T 豪华型-首付低 利率低 提车快,2011年,11.4万公里,1.4升,自动,放心购_会员1年,9.11
现代, 酷派 2006款 2.7 自动 FX-保证无重大事故无泡水送一年质保,2006年,8.16万公里,2.7升,自动,放心购_高配_会员1年,3.25
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
福特, 嘉年华三厢 2013款 三厢 1.5L 自动时尚型-首付低 利率低 提车快,2013年,5.87万公里,1.5升,自动,放心购_会员1年,5.3
别克, 凯越 2013款 1.5L 自动经典型-首付低 利率低 提车快,2014年,8.43万公里,1.5升,自动,放心购_会员1年,4.84
大众," 帕萨特 2011款 2.0TSI DSG御尊版-欢迎点击店铺,查看更多优惠车源",2012年,8万公里,2.0升,自动,放心购_会员1年,10.55
本田, XRV 2017款 1.8L EXi CVT舒适版-首付低 利率低 提车快,2018年,1.52万公里,1.8升,自动,放心购_会员1年,13.92
江铃," 经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A-现车多,有质保,包提档过户",2012年,8.3万公里,2.8升,手动,放心购_会员2年_可分期付,3.81
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
MG, 6 2012款 1.8 自动 精英版-可分期付款正规车行,2012年,5.5万公里,1.8升,自动,放心购_会员2年,3.5
丰田, 花冠 2013款 1.6L 手动卓越版-首付低 利率低 提车快,2013年,9.77万公里,1.6升,手动,放心购_会员1年,5.18
马自达, 3 2012款 1.6L 自动经典标准型-首付低 利率低 提车快,2011年,10.61万公里,1.6升,自动,放心购_高配,5.37
奥迪, A4L 2011款 2.0 TFSI 标准型,2011年,8.7万公里,2.0升,自动,放心购_会员1年,10.5
吉利, 帝豪三厢 2017款 三厢百万款 1.3T 手动向上版-首付低 利率低 提车快,2019年,0.73万公里,1.3升,手动,放心购_会员1年,7.24
福特, 福克斯两厢 2007款 两厢 1.8L 自动时尚型,2007年,11万公里,1.8升,自动,放心购_会员3年,1.6
江铃, 经典全顺 2009款 2.8T 手动 柴油后双胎加长轴高顶JX493ZLQ3-精品17座个人一手车,2010年,5.6万公里,2.8升,手动,放心购_会员3年,4.2
荣威, 550 2008款 550 1.8L 手动启悦版-精品车办证快,2009年,8万公里,1.8升,手动,放心购_低配_会员1年,3.6
别克, 君越 2016款 改款 20T 领先型-首付低 利率低 提车快,2017年,2.67万公里,1.5升,自动,放心购_会员1年,16.11
别克, 君越 2012款 2.4L SIDI豪雅版-首付低 利率低 提车快,2013年,7.73万公里,2.4升,自动,放心购_会员1年,10.68
MG, 3SW 2015款 1.5 自动 精英版-首付低 利率低 提车快,2016年,3.64万公里,1.5升,自动,放心购_高配,5.51
斯柯达, 明锐 2010款 1.6L 自动逸致版,2010年,8万公里,1.6升,自动,放心购_会员3年,3.2
福特, 蒙迪欧致胜 2011款 2.3L 时尚型,2011年,9万公里,2.3升,自动,放心购_会员3年,4.5
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
大众, 新宝来 2016款 1.6L 手动舒适型-首付低 利率低 提车快,2016年,1.83万公里,1.6升,手动,放心购_会员1年,7.99
吉利, 帝豪GS 2018款 GS 领潮版 1.4T 自动臻尚智联型-首付低 利率低 提车快,2018年,0.87万公里,1.4升,自动,放心购_会员1年,9.85
宝马, X1 2013款 xDrive20i X设计套装-首付低 利率低 提车快,2013年,6.93万公里,2.0升,自动,放心购_会员1年,16.07
吉利, 远景 2017款 1.5L 自动幸福版-首付低 利率低 提车快,2017年,2.93万公里,1.5升,自动,放心购_会员1年,5.1
江铃, 经典全顺 2016款 2.8T 手动 柴油短轴6座中顶多功能车JX493ZLQ4-国五杭州牌精品车况真车实价,2016年,3万公里,2.8升,手动,放心购_会员3年,8.33
丰田, 雅力士 2010款 G 1.6 自动 炫动版-首付低 利率低 提车快,2011年,11.06万公里,1.6升,自动,放心购_低配,5.18
大通," G10 2014款 2.0T 自动 精英版-欢迎点击店铺,查看更多优惠车源",2016年,6万公里,2.0升,自动,放心购_会员1年,9.5
大众, POLO 2004款 三厢 1.4L 手动基本型,2004年,13万公里,1.4升,手动,放心购_会员1年,1
日产, 轩逸 2016款 经典 1.6XE 自动舒适版-首付低 利率低 提车快,2017年,0.43万公里,1.6升,自动,放心购_会员1年,7.79
大众, 速腾 2010款 1.4TSI 自动豪华型-首付低 利率低 提车快,2010年,5.26万公里,1.4升,自动,放心购_会员1年,4.7
本田, 缤智 2018款 1.5L CVT两驱科技精英型-首付低 利率低 提车快,2017年,0.4万公里,1.5升,自动,放心购_高配,11.48
大众, POLO 2014款 1.4L 手动风尚版-首付低 利率低 提车快,2015年,3.48万公里,1.4升,手动,放心购_低配,5.31
马自达, 3昂克赛拉三厢 2014款 三厢 1.5L 自动豪华型-首付低 利率低 提车快,2015年,4.65万公里,1.5升,自动,放心购_会员1年,9.54
大众, 朗行 2013款 1.6L 自动风尚型-首付低 利率低 提车快,2016年,3.32万公里,1.6升,自动,放心购_会员1年,8.28
现代, 朗动 2016款 1.6L 自动尊贵型-首付低 利率低 提车快,2016年,4.52万公里,1.6升,自动,放心购_高配,7.6
宝骏, 560 2016款 1.8 AMT 智能豪华型-首付低 利率低 提车快,2016年,6.82万公里,1.8升,自动,放心购_会员1年,6.31
雪佛兰, 科鲁兹 2017款 1.5L 两厢 自动炫锋版-首付低 利率低 提车快,2017年,1.79万公里,1.5升,自动,放心购_会员1年,8.74
现代, 索纳塔 2011款 2.0L 自动豪华版-首付低 利率低 提车快,2012年,7.48万公里,2.0升,自动,放心购_会员1年,7.76
宝马, 5系 2007款 530Li 典雅型-店内300台二手车手续齐全正规,2007年,12万公里,3.0升,自动,放心购_会员2年,5.8
长安, 欧诺 2014款 1.5L精英型-单身美女一手车,2015年,6万公里,1.5升,手动,放心购_会员2年,1.96
起亚, 智跑 2014款 2.0L 自动两驱版GLS-首付低 利率低 提车快,2014年,10.47万公里,2.0升,自动,放心购_会员1年,8.97
奥迪, A7 2013款 35 FSI quattro进取型-精品车况 泡妞神器,2013年,12万公里,2.8升,自动,放心购_会员1年,24.9
江铃, 经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-低价出精品经典全顺可分期包手续,2010年,8.9万公里,2.8升,手动,放心购_会员1年_可分期付,3.21
长丰, 猎豹CS10 2015款 2.0T 卓越版-首付低 利率低 提车快,2016年,3.82万公里,2.0升,手动,放心购_会员1年,7.45
宝骏, 730 2014款 1.5L 手动豪华导航ESP版 7座-首付低 利率低 提车快,2015年,5.41万公里,1.5升,手动,放心购_高配,5.69
别克, GL8 2011款 2.4L CT豪华商务舒适版-常年批发大量商务 欢迎点击店铺,2012年,7万公里,2.4升,自动,放心购_会员5年_可分期付,11.88
日产, 逍客 2011款 2.0XL 火 CVT 2WD-首付低 利率低 提车快,2011年,7.55万公里,2.0升,自动,放心购_会员1年,7.06
别克, 君威 2003款 3.0 自动 GS豪华型-店内300台二手车手续齐全正规,2003年,10万公里,3.0升,自动,放心购_会员2年,1.2
本田," 奥德赛 2015款 改款 2.4L 豪华版-欢迎点击店铺,查看更多优惠车源",2015年,6万公里,2.4升,自动,放心购_会员1年,19
丰田, 凯美瑞 2015款 2.0G 领先版-首付低 利率低 提车快,2015年,8.41万公里,2.0升,自动,放心购_会员1年,15.43
本田, 飞度 2014款 1.5L LX CVT舒适型-首付低 利率低 提车快,2014年,5.69万公里,1.5升,自动,放心购_会员1年,6.17
马自达, 5(进口) 2008款 2.0 自动舒适型-7座商务,2009年,9万公里,2.0升,自动,会员3年,5.3
吉利, 帝豪GS 2016款 优雅版 1.8L 自动领尚型-首付低 利率低 提车快,2017年,1.95万公里,1.8升,自动,放心购_会员1年,7.54
本田, 飞度 2014款 1.5L EX CVT精英型-首付低 利率低 提车快,2015年,5.79万公里,1.5升,自动,放心购_会员1年,7.79
福田, 蒙派克 2011款 M财富快车 2.4 手动 6座标准型长轴-单身美女一手车,2011年,12万公里,2.4升,手动,放心购_低配_会员2年,2.2
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
风行, 菱智 2014款 2.0 手动 舒适型加长轴距7座-首付低 利率低 提车快,2015年,7.73万公里,2.0升,手动,放心购_会员1年,5.15
丰田, 凯美瑞 2012款 骏瑞 2.5S 凌动导航版-首付低 利率低 提车快,2012年,9.03万公里,2.5升,自动,放心购_会员1年,10.41
别克," GL8 2013款 2.4L 经典版-点击我的商铺,查看更多优惠车源",2016年,6万公里,2.4升,自动,放心购_低配_会员1年,11
别克, 君威 2009款 2.4L 旗舰版-一手私家正规二手车,2009年,10.2万公里,2.4升,自动,放心购_会员1年,5
江铃, 驭胜 2016款 1.5T 自动 两驱旗舰版-首付低 利率低 提车快,2018年,0.88万公里,1.5升,自动,放心购_会员1年,8.95
丰田, 汉兰达 2009款 2.7L 两驱7座豪华版-只谈价格不谈车况,2012年,11万公里,2.7升,自动,放心购_会员1年,13.8
丰田, RAV4 2013款 2.0L CVT四驱新锐版-首付低 利率低 提车快,2014年,4.73万公里,2.0升,自动,放心购_会员1年,14.07
荣威," e950 2016款 1.4T 豪华版,免税-首付低 利率低 提车快",2016年,7.2万公里,1.4升,自动,放心购_低配,12.98
福特, 蒙迪欧 2006款 2.0L 精英版,2006年,12万公里,2.0升,自动,放心购_会员3年,1.1
大众," 途观 2012款 1.8TSI 自动四驱风尚版-欢迎点击店铺,查看更多优惠车源",2012年,8万公里,1.8升,自动,放心购_会员1年,12
大众, 帕萨特领驭 2007款 1.8T 自动VIP型-车在上海 精品车况 手续齐全,2007年,12万公里,1.8升,自动,放心购_会员1年,3.1
吉普, 广汽指南者 2017款 指南者 200T 自动家享版-首付低 利率低 提车快,2018年,0.79万公里,1.4升,自动,放心购_会员1年,13.87
大众, POLO 2013款 1.6L 自动舒适版-首付低 利率低 提车快,2013年,4.9万公里,1.6升,自动,放心购_会员1年,5.85
马自达, CX4 2016款 2.0L 自动两驱蓝天活力版-首付低 利率低 提车快,2016年,6.85万公里,2.0升,自动,放心购_会员1年,12.72
别克, 君威 2009款 2.0L 舒适版-私家一手车发变巅峰,2009年,10万公里,2.0升,自动,放心购_低配_会员1年,3.25
大众, 捷达 2017款 1.4L 手动时尚型-首付低 利率低 提车快,2017年,3.06万公里,1.4升,手动,放心购_低配,5.35
雪佛兰, 科鲁兹 2011款 1.8L SX AT-价格可谈可以分期车况好,2011年,5.5万公里,1.8升,自动,放心购_会员1年,3.8
现代, ix35 2015款 2.0L 自动两驱舒适型 国IV-首付低 利率低 提车快,2015年,2.64万公里,2.0升,自动,放心购_会员1年,9.51
铃木, 雨燕 2007款 1.3L 手动炫乐版,2007年,8万公里,1.3升,手动,放心购_会员3年,1.2
大众, POLO 2016款 1.4L 自动风尚型-首付低 利率低 提车快,2017年,3.28万公里,1.4升,自动,放心购_会员1年_好评率85.0%,6.8
日产, 骊威 2015款 1.6XE 手动舒适版-首付低 利率低 提车快,2015年,5.27万公里,1.6升,手动,放心购_低配,5.79
大众, 途安 2008款 2.0L 智雅版自动5座-店内300多台五万以下二手车可,2009年,8万公里,2.0升,自动,放心购_会员2年_可分期付,3.8
别克," GL8 2013款 3.0L XT豪华商务旗舰版-欢迎点击店铺,查看更多优惠车源",2015年,8万公里,3.0升,自动,放心购_高配_会员1年,18.5
丰田, 奕泽IZOA 2018款 IZOA 2.0L 奕驰版-首付低 利率低 提车快,2019年,0.03万公里,2.0升,自动,放心购_会员1年_好评率85.0%,16.14
别克, 君威 2014款 2.0T GS纵情运动版-车况精品无事故,2013年,4.7万公里,2.0升,自动,放心购_高配_会员1年,9.88
大众, 帕萨特 2017款 280TSI DSG尊雅版-首付低 利率低 提车快,2017年,6.27万公里,1.4升,自动,放心购_低配,14.03
别克," GL8 2014款 3.0L GT豪华商务豪雅版-欢迎点击店铺,查看更多优惠车源",2015年,6.8万公里,3.0升,自动,放心购_会员1年,18.4
大众, 朗逸 2011款 1.6L 手动品悠版-首付低 利率低 提车快,2011年,8.94万公里,1.6升,手动,放心购_低配,4.82
宝马, 1系 2017款 118i 时尚型-首付低 利率低 提车快,2017年,2.47万公里,1.5升,自动,放心购_低配,15.66
马自达, CX4 2016款 2.0L 自动两驱蓝天活力真皮版-首付低 利率低 提车快,2018年,1.73万公里,2.0升,自动,放心购_会员1年,14.52
日产, 奇骏 2012款 2.5L CVT尊享版 4WD-首付低 利率低 提车快,2013年,12.75万公里,2.5升,自动,放心购_高配,10.83
本田, 雅阁 2013款 2.0L SE-首付低 利率低 提车快,2013年,8.56万公里,2.0升,自动,放心购_会员1年,9.91
别克, GL8 2014款 2.4L 经典版-首付低 利率低 提车快,2015年,5.26万公里,2.4升,自动,放心购_低配,11.02
荣威, 550 2014款 550S 1.8L 自动智选版-价格可谈可以分期车况好,2014年,5.5万公里,1.8升,自动,放心购_会员1年,4.6
别克," GL8 2011款 3.0L GT豪华商务豪雅版-欢迎点击店铺,查看更多优惠车源",2012年,8万公里,3.0升,自动,放心购_会员1年,13
大众, 高尔夫嘉旅 2018款 嘉旅 230TSI 自动进取型-首付低 利率低 提车快,2018年,2.96万公里,1.4升,自动,放心购_会员1年,12.44
依维柯, 2009款 手动 2.8T V39 6座 柴油-精品依维柯支持提档过户做分期,2012年,8万公里,2.8升,手动,放心购_低配_会员3年,4.43
斯柯达, 明锐 2013款 1.6L 自动逸俊版-首付低 利率低 提车快,2013年,5.87万公里,1.6升,自动,放心购_会员1年,6.84
宝马, 3系 2016款 320i 时尚型,2016年,2.5万公里,2.0升,自动,放心购_会员1年,17.61
大众, 夏朗 2014款 2.0TSI 舒适型-纯进口7坐 精品车,2014年,6万公里,2.0升,自动,放心购_会员4年,13.5
马自达, 阿特兹ATENZA 2017款 2.5L 蓝天尊崇版-首付低 利率低 提车快,2016年,6.94万公里,2.5升,自动,放心购_会员1年,15.58
大众, 途观 2010款 1.8TSI 自动两驱都会版-精品车,2010年,9.6万公里,1.8升,自动,会员3年,7.8
奥迪, A6L 2005款 2.4L 技术型-正规公司买车微聊,2006年,15万公里,2.4升,自动,放心购_会员1年,4.88
马自达, 3昂克赛拉三厢 2016款 三厢 1.5L 自动舒适型-首付低 利率低 提车快,2016年,3.6万公里,1.5升,自动,放心购_会员1年_好评率85.0%,9.95
本田, 雅阁 2012款 2.0L SE-首付低 利率低 提车快,2012年,11.35万公里,2.0升,自动,放心购_会员1年,9.88
别克, 君威 2010款 2.0T 旗舰运动版-上海精品私家车,2011年,5.9万公里,2.0升,自动,放心购_高配_会员1年,6.98
奥迪, A6L 2008款 2.0T 自动标准型-车况精品.价格便宜,2008年,12万公里,2.0升,自动,放心购_会员1年_可分期付,6.38
大众, 高尔夫 2014款 1.4TSI 自动舒适型-首付低 利率低 提车快,2014年,5.03万公里,1.4升,自动,放心购_会员1年,9.41
日产, 轩逸 2016款 1.6XL CVT尊享版-首付低 利率低 提车快,2016年,2.13万公里,1.6升,自动,放心购_会员1年,10.03
奔驰, C级 2013款 C 180 CGI 经典型-首付低 利率低 提车快,2014年,8.84万公里,1.8升,自动,放心购_低配,15.09
马自达, 6 2004款 2.0L 自动豪华型-本公司现场车源有300多车辆车,2004年,15万公里,2.0升,自动,放心购_会员1年,1.38
丰田, 卡罗拉 2017款 改款 1.2T CVT GL-首付低 利率低 提车快,2017年,2.82万公里,1.2升,自动,放心购_会员1年,10.19
雪铁龙, C4L 2013款 1.8L 自动劲享版-首付低 利率低 提车快,2013年,6.62万公里,1.8升,自动,放心购_会员1年_好评率85.0%,6.27
宝马, 1系（进口） 2013款 改款 116i 领先型-首付低 利率低 提车快,2014年,6.64万公里,1.6升,自动,放心购_低配,12.66
